inhal,DB update status,Curator,level1,level2,level3,level4,level5,level6,level7,level8,PARENT TERMS (optional),HAS_FOR,TERM,DEFINITION,Mapping,EXACT SYNONYMS,BROAD SYNONYMS,NARROW SYNONYMS,RELATED SYNONYMS,DB_SYNONYMS,ASSOCIATED PROCESS,ASSOCIATED ROLE,ASSOCIATED PHYSIOLOGICAL EFFECT,ASSOCIATED BIOLOGICAL LOCATION,TERM SOURCE,ORIGINAL_DEFINITION_SOURCE,SOURCE_OF_DEFINITION,COMMENT,SUGGESTED MAIN TERM
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,System Disorder,Nervous System Disorder,,,,,,Nerve damage,A disorder characterized as any impairment leading to reduced nerve function.,neuron,damage to nerve,,,,,,,,,T3DB,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Nervous System Disorder,,,,,,Neuralgia,A disorder characterized by intense painful sensation along a nerve or group of nerves. (NCI CTCAE),neuron,,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Nervous System Disorder,,,,,,Opsoclonus myoclonus syndrome,A combination of opsoclonus (involuntary conjugate eye movements of large amplitude) and myoclonic jerks. This can be a paraneoplastic syndrome (a result of brain metastasis) or post-infectious (viral encephalitis).,,OMS; Opsoclonus Myoclonus Syndrome (NCI:C4686),,,,,,,,,HMDB,NCI thesaurus,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder,Nervous System Disorder,,,,,,Progressive supranuclear palsy,"A movement disease characterized by serious and progressive problems with control of gait and balance, along with complex eye movement and thinking problems. It involves gradual deterioration and death of specific volumes of the brain. (DO)",brain,PSP,,,,DOID:678,,,,,HMDB,Disease Ontology (DO),,,
,,,Physiological Effect,Health Effect,Health Condition,System Disorder,Nervous System Disorder,,,,,,Leukodystrophy,"A disorder characterized by a degenertation of white matter in the brain caused by imperfect growth or development of the myelin sheath, the fatty covering that acts as an insulator around nerve fibers.",brain; myelin,,,,,,,,,,,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder; Molecular Disorder,Nervous System Disorder; Genetic Disorder,,,,,,Hereditary spastic paraplegia,A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs. (DO),,Strumpell-Lorrain disease; Familial spastic paraplegia; Spastic ataxia,,,,DOID:2476,,,,,HMDB,Disease Ontology (DO),,,
Modify,19-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,"Neurotic, Stress-Related, or Somatoform Disorder",,,,,,Amnesia,A disorder characterized by systematic and extensive loss of memory. (NCI CTCAE),brain,amnestic disorder (DOID:10914),,,,,,,,,,NCI CTCAE,,,
Modify,20-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,"Neurotic, Stress-Related, or Somatoform Disorder",,,,,,Anxiety,"A disorder characterized by apprehension of danger and dread accompanied by restlessness, tension, tachycardia, and dyspnea unattached to a clearly identifiable stimulus. (NCI CTCAE)",,Anxiety disorder (DOID:2030),,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,"Neurotic, Stress-Related, or Somatoform Disorder",,,,,,Narcolepsy,"A sleep disorder that involves an excessive urge to sleep at inappropriate times, such as while at work. (DO)",,NARCOLEPTIC SYNDROME 1.,,,,DOID:8986,,,,,HMDB,Disease Ontology (DO),,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,"Neurotic, Stress-Related, or Somatoform Disorder",,,,,,Obsessive compulsive disorder,"A psychological disorder characterized by uncontrollable, reoccurring thoughts and behaviors.",,OCD; Obsessive-compulsive behavior,,,,,,,,,HMDB,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,"Neurotic, Stress-Related, or Somatoform Disorder",,,,,,Panic disorder,"An anxiety disorder that is characterized by unexpected and repeated episodes of intense fear accompanied by physical symptoms that may include chest pain, heart palpitations, shortness of breath, dizziness, or abdominal distress. (DO)",,,,,,DOID:594,,,,,HMDB,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Organic Mental Disorder,,,,,,Delirium,"A disorder characterized by the acute and sudden development of confusion, illusions, movement changes, inattentiveness, agitation, and hallucinations. Usually, it is a reversible condition. (NCI CTCAE)",,acute confusional state,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Organic Mental Disorder,,,,,,Dementia,"A cognitive disorder resulting from a loss of brain function affecting memory, thinking, language, judgement and behavior. (DO)",brain,Senility; senile dementia,,,,DOID:1307,,,,,HMDB,Disease Ontology (DO),,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Organic Mental Disorder,,,,,,Mild cognitive impairment,A disorder characterized by a slight but noticeable and measurable decline in cognitive ability.,,MCI.,,,,,,,,,HMDB,,,,
Modify,19-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,Shellfish poisoning,,Amnesic shellfish poisoning,A life-threatening syndrome caused by the consumption of domoic acid characterized by both gastrointestinal and neurological disorders. (WHOI),gastrointestinal system; nervous system,ASP,,,,,,,"vomiting, nausea",,,Wikipedia,,,
Modify,19-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,Shellfish poisoning,,Clupeotoxism,A disorder characterized by poisoning after consuming clupeoid fish,,,,,,,,,,,,Wikipedia,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,Shellfish poisoning,,Neurotoxic shellfish poisoning,"A foodborn illness caused by eating molluscan shellfish contaminated with brevetoxins. This poisoning may cause nausea and vomiting, paresthesias of the mouth, lips and tongue as well as distal paresthesias, ataxia, slurred speech and dizziness in humans when ingested.",mouth,NSP,,,,,,,"vomiting, nausea",,,Wikipedia,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,Shellfish poisoning,,Paralytic shellfish poisoning,A foodborn illness caused by eating molluscan shellfish contaminated with saxitoxins resulting in neurological symptoms such as paresthesia and/or paralysis involving the mouth and extremities.,mouth,PSP,,,,,,,"vomiting, nausea",,,Wikipedia,,,
Modify,21-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Chemical poisoning,Poisoning by exposure to chemical agents or any xenobiotics,,,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Ciguatera fish poisoning,"A foodborn illness caused by eating fish that is contaminated by the ciguatura toxin. This poisoning may cause  nausea, pain, cardiac, and neurological symptoms in humans when ingested.",,CFP,,,,,,,,,,Wikipedia,,,
Modify,21-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Cresol poisoning IBS,Fatal poisoning by ingestion of high amount of cresol.,,,,,,,,,,,HMDB,PMID: 11955837,,not a known according to search. IBS was probably added as a glitch somewhere. PMID: 11955837,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Dimethyl sulfide poisoning,A serious condition due to ingestion of dimethyl sulfide.,,,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Ethanol intoxication,An over-consumption of ethanol leading to possibly life-threatening effects.,,,Acute alcohol poisoning,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Ethylene glycol poisoning,"An over-consumption of ehtylene-glycol, commonly found in antifreeze, leading to possibly life-threatening effects.",,Antifreeze poisoning,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Fentanyl overdose,"An over-consumption of the opiate Fentanyl, leading to possible life-threatening effects.",,Fentanil overdose;,Opiate overdose;,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Formic acid intoxication,An over-exposure of formic acid leading to life-threatening effects.,,Formic acid poisoning,,,,,,,,,HMDB,,,"I feel like these ""intoxications"" terms may go too far/shallow depending on perspective. if they appear in any literature its fine? Not that formic acid toxicity isn't extremely rare but where do we draw the line. Also I've been using 'over-consumption' but over-exposure might be better in some cases if the chemical in nature is never really consumed as in ethanol?",
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Hydrogen sulfide poisoning,"An over-exposure of hydrogen sulfide, leading to possibly life-threatening effects.",,,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Isopropyl alcohol poisoning,An over-consumption of isopropyl alcohol leading to possible life-threatening effects.,,,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Methanol poisoning,An over-consumption of methanol leading to possibly life-threatening effects.,,,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Paraquat poisoning,A over exposure to the herbicide paraquat leading to possible life-threatening effects,,,,,,,,,,,HMDB,,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Shellfish poisoning,"A foodborne illness caused by eating oysters, clams, scallops or mussels.",,,,,,,,,"vomiting, nausea",,,Wikipedia,,,
Modify,23-04-18,Zach,Physiological Effect,Health Effect,Health Condition,Injury or Poisoning,Poisoning,,,,,,Tetrahydrofuran poisoning,An over-exposure of tetrahydrofuran which may lead to life-threatening effects.,,,,,,,,,,,HMDB,,,,
Modify,20-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Psychoactive Substance Abuse Disorder,,,,,,Alcoholism,A substance abuse that involves the recurring use of alcoholic beverages despite negative consequences.,,Alcohol intoxication; Alcohol abuse (DOID:1574),,,,,,,,,HMDB,Disease Ontology (DO),,,
Modify,19-Jan-18,An Chi,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Psychoactive Substance Abuse Disorder,,,,,,Stimulant psychosis,"A psychotic disorder typically cause by an overdose on psychostimulants, resulting in hallucinations, paranoia, and/or delusions.",,Methamphetamine psychosis; MAP; Amphetamine psychosis;,,,,,,,,,HMDB,,,,
Modify,20-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Psychological Development Disorder,,,,Autism spectrum disorder,,Autism,"An autism spectrum disorder that is characterized by symptoms across all three symptom domains (communication, social, restricted repetitive interests and behaviors), delayed language development, and symptom onset prior to age 3 years.",,Autistic disorder (DOID:12849),,,,,,,,,HMDB,,,,
Create,20-Jan-18,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Psychological Development Disorder,,,,,,Autism spectrum disorder,"A pervasive developmental disorder that is a spectrum of psychological conditions. The disease has_symptom widespread abnormalities of social interactions and communication, has_symptom severely restricted interests and has symptom highly repetitive behavior.",,Autism spectrum disorder (DOID:0060041),,,,,,,Autism,,Disease Ontology (DO),Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Psychological Development Disorder,,,,,,Dyslexia,A reading disorder resulting from a developmental reading disability involving the inability to process graphic symbols resulting in impairment of reading ability. (DO),,alexia,,,,DOID:4428,,,,,,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,Psychological Development Disorder,,,,,,Tic disorder,A specific developmental disorder that is characterized by the persistent presence of involuntary brief movements or sounds occuring intermittently and unpredictably out of a background of normal motor activity. (DO),,Tic disorders; motors tics; phonic tics; Other specified tic disorder; Unspecified tic disorder; Provisional tic disorder; Persistent (chronic) motor or vocal tic disorder (specify motor or vocal); Tourette's disorder.,,,,DOID:2769,,,,,HMDB,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder; Cancer,Female Reproductive System Disorder; Male Reproductive System Disorder,,,,,,Seminoma,A germinoma that has material basis in cells that make sperm and eggs. (DO),sperm; egg,,,,,DOID:4440,,,,,,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder; Cancer,Respiratory System Disorder,Pulmonary Disorder,,,,,Lung Cancer,A respiratory system cancer that is located in the lung. (DO),lung,carcinoma of the lung; lung carcinoma.,,lung metastasis; primary lung cancer; secondary lung cancer,,DOID:1324,,,,,HMDB,Disease Ontology (DO),,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Infection or Infestation; System Disorder,Respiratory System Disorder,,,,,,Laryngitis,A disorder characterized by an inflammatory process involving the larynx. (NCI CTCAE),larynx,,,,,,,,,,,NCI CTCAE,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,Infection or Infestation; System Disorder,Respiratory System Disorder,,,,,,Lung infection,"A disorder characterized by an infectious process involving the lungs, including pneumonia. (NCI CTCAE)",lung,,,,,,,,,,,NCI CTCAE,,,
,,,Physiological Effect,Health Effect,Health Condition,System Disorder,Respiratory System Disorder,Pulmonary Disorder,,,,,Bronchitis,A disorder characterized by the inflammation of the lining of the bronchi.,bronchus,,,,,,,,,,,,,,
,,Naama,Physiological Effect,Health Effect,Health Condition,System Disorder; Infection or Infestation,Respiratory System Disorder,,,,,,Bronchial infection,A disorder characterized by an infectious process involving the bronchi. (NCI CTCAE),bronchus,Bronchiolitis,,,,,,,,,,NCI CTCAE,,,
Modify,8-Nov-17,Naama,Physiological Effect,Health Effect,Health Condition,Mental or Behavioural Disorder,"Schizophrenia, Schizotypal, or Delusional Disorder",,,,,,Psychosis,"A mental disorder characterized by personality change, impaired functioning, and loss of touch with reality. (NCI)",brain,Psychotic break,,,,C78576,,,,,,NCI thesaurus,,,
